2017-03-10 00:35:00,INT-09369/17,kontrola parkowania pojazdów za znakiem B-35,BLOKADA,NOŻOWNICZA /,100,,2017-03-10 00:36:21
2017-03-10 06:46:15,INT-09663/17,parkowanie ze B36,NIEPRAWIDŁOWE PARKOWANIE,WSZYSTKICH ŚWIĘTYCH /,MANDAT,100,2017-03-13 06:46:29
2017-03-10 07:13:45,INT-09377/17,postój na chodniku nie przy krawędzi,NIEPRAWIDŁOWE PARKOWANIE,PLAC POWSTAŃCÓW WARSZAWY /,MANDAT,100,2017-03-10 07:13:58
2017-03-10 07:33:58,INT-09685/17,parkowanie na postoju taxi,NIEPRAWIDŁOWE PARKOWANIE,BOGUSŁAWSKIEGO /,0,,2017-03-13 07:34:11
2017-03-10 08:09:55,INT-09382/17,"kładka dla pieszych przy Rybackiej jest od dłuższego czasu niesprzątana, schody są zaśmiecone odchodami ptactwa.",PORZĄDKOWA,LEGNICKA /,100,,2017-03-10 16:00:34
2017-03-10 08:20:00,INT-09451/17,nieprawidłowe parkowanie,NIEPRAWIDŁOWE PARKOWANIE,SKŁADOWA /,LAWETA,100,2017-03-10 14:44:10
2017-03-10 08:20:00,INT-09451/17,nieprawidłowe parkowanie,NIEPRAWIDŁOWE PARKOWANIE,SKŁADOWA /,LAWETA,0,2017-03-10 14:44:10
2017-03-10 09:12:29,INT-09433/17,Wjazd od ul. Złotnickiej pojazdy parkują za B-36.,NIEPRAWIDŁOWE PARKOWANIE,OPOCZYŃSKA /,0,,2017-03-10 12:31:11
2017-03-10 10:55:26,INT-09412/17,samochody parkują w miejscu niewyznaczonym w strefie zamieszkania.,NIEPRAWIDŁOWE PARKOWANIE,ZAPOROSKA 34-36/,100,,2017-03-10 11:50:21
2017-03-10 10:55:26,INT-09412/17,samochody parkują w miejscu niewyznaczonym w strefie zamieszkania. ,NIEPRAWIDŁOWE PARKOWANIE,ZAPOROSKA 34-36/,0,,2017-03-10 11:50:21
2017-03-10 11:10:00,INT-09478/17,PARKOWANIE POZA MIEJSCEM WYZNACZONYM UL. ŚW. ANTONIEGO ZAŁOŻONO 7 BLOKAD,BLOKADA,ŚW.ANTONIEGO /,MANDAT,100,2017-03-10 19:06:52
2017-03-10 11:10:00,INT-09478/17,PARKOWANIE POZA MIEJSCEM WYZNACZONYM UL. ŚW. ANTONIEGO ZAŁOŻONO 7 BLOKAD,BLOKADA,ŚW.ANTONIEGO /,MANDAT,0,2017-03-10 19:06:52
2017-03-10 11:14:37,INT-09422/17,Z bramy nr 80 z nieustalonego mieszkania wynoszony jest gruz w duzych kawałkach i wysypywany na podwórzu w wyjeżdżone dziury. Brak kontenera na gruz.,NIEPRAWIDŁOWE PARKOWANIE,SĘPA - SZARZYŃSKIEGO 80/,MANDAT,100,2017-03-10 14:58:19
2017-03-10 11:37:54,INT-09424/17,kontrola parkowania za B-36,NIEPRAWIDŁOWE PARKOWANIE,SZEWSKA /,100,,2017-03-10 11:38:21
2017-03-10 11:37:54,INT-09424/17,kontrola parkowania za B-36,NIEPRAWIDŁOWE PARKOWANIE,SZEWSKA /,0,,2017-03-10 11:38:21
2017-03-10 12:20:00,INT-09459/17,HANDEL NA TERENIE GMINY W MIEJSCU NIE WYZNACZONYM,HANDEL,SKARBOWCÓW /,MANDAT,50,2017-03-10 16:25:58
2017-03-10 15:10:25,INT-09455/17,wjazd za b-1,BEZPIECZEŃSTWO W KOMUNIKACJI,MOSTY MŁYŃSKIE /,MANDAT,100,2017-03-10 16:01:27
2017-03-10 16:20:00,INT-09673/17,Palenie tytoniu przystanek  MPK - Rynek,PALENIE TYTONIU W MIEJSCACH  ZABRONIONYCH,RYNEK /,MANDAT,200,2017-03-13 06:54:47
2017-03-10 16:44:36,INT-09460/17,na wys DH Feniks - stoisko handlowe,HANDEL,RYNEK /,MANDAT,200,2017-03-10 17:03:48
2017-03-10 16:50:00,INT-09680/17,spożywanie alkoholu w miejscu zabronionym przed sklepem monopolowym,SPOŻYWANIE ALKOHOLU,ZAPOROSKA /,SĄD REJONOWY,0,2017-03-13 07:04:02
2017-03-10 18:40:00,INT-09688/17,"Postój za znakiem B-36 na chodniku brak 1,5m przejścia dla pieszych",NIEPRAWIDŁOWE PARKOWANIE,MAŚLICKA 5/,POUCZENIE,0,2017-03-13 08:00:50
2017-03-10 19:02:37,INT-09477/17,"brak 1,5 m na chodniku",BLOKADA,DĄBROWSKIEGO /,100,,2017-03-10 19:02:48
2017-03-10 19:09:44,INT-09479/17,parkowanie za d-40 w miejscu niewyznaczonym,BLOKADA,PLAC UNIWERSYTECKI /,250,,2017-03-10 19:09:59
2017-03-10 19:09:44,INT-09479/17,parkowanie za d-40 w miejscu niewyznaczonym,BLOKADA,PLAC UNIWERSYTECKI /,100,,2017-03-10 19:09:59
2017-03-10 19:30:48,INT-09485/17,parkowanie na skrzyżowaniu,BLOKADA,OFIAR OŚWIĘCIMSKICH /,300,,2017-03-10 19:30:56
2017-03-10 19:31:45,INT-09483/17,Pojazdy za B-36 od strony Krupniczej.,NIEPRAWIDŁOWE PARKOWANIE,WŁODKOWICA /,100,,2017-03-11 06:41:11
2017-03-10 20:05:40,INT-09486/17,parkowanie za b-36,BLOKADA,GWIAŹDZISTA /,100,,2017-03-10 20:06:20
2017-03-10 20:05:40,INT-09486/17,parkowanie za b-36,BLOKADA,GWIAŹDZISTA /,0,,2017-03-10 20:06:20
2017-03-10 20:06:12,INT-09487/17,"JADĄC OD RONDA W KIERUNKU UL. GRABISZYŃSKIEJ ZA WIADUKTEM KOLEJOWYM SKRĘCAMY W PRAWO  DO CIĄGU GARAŻY, GDZIE JEST ZAPARKOWANY NA TRAWNIKU FORD FOCUS.",NIEPRAWIDŁOWE PARKOWANIE,ZAPOROSKA /,0,,2017-03-10 22:33:58
2017-03-10 20:11:31,INT-09488/17,parkowanie na kopercie dla inwalidy bez uprawnień,BEZPIECZEŃSTWO W KOMUNIKACJI,PLAC SOLNY /,500,,2017-03-10 20:11:41
2017-03-10 20:20:59,INT-09492/17,parkowanie na skrzyżowaniu,BLOKADA,BENEDYKTYŃSKA /,300,,2017-03-10 20:22:30
2017-03-10 20:24:39,INT-09493/17,parkowanie za b-36,BLOKADA,PIWNA /,100,,2017-03-10 20:26:15
2017-03-10 20:28:27,INT-09496/17,parkowanie na p-21,BLOKADA,ŁADNA /,0,,2017-03-10 20:28:41
2017-03-11 01:00:00,INT-09713/17,Parkowanie za B36,BEZPIECZEŃSTWO W KOMUNIKACJI,KAZIMIERZA WIELKIEGO /,100,,2017-03-13 10:57:27
