2017-06-28 08:15:00,INT-21724/17,Reklama w pasie drogowym,PORZĄDKOWA,BEZPIECZNA /,MANDAT,100,2017-07-03 16:43:32
2017-06-28 08:20:00,INT-21705/17,Parowanie pojazdu na kopercie dla osób niepełnosprawnych bez uprawnień,NIEPRAWIDŁOWE PARKOWANIE,KURZY TARG /,MANDAT,500,2017-06-28 12:09:42
2017-06-28 08:59:39,INT-21684/17,parkowanie pojazdów na chodniku  blokowanie chodnika,NIEPRAWIDŁOWE PARKOWANIE,MIECHOWITY /,MANDAT,100,2017-06-29 11:06:00
2017-06-28 09:40:00,INT-21704/17,interwencja wobec osoby handlujacej warzywami owocami w parku kulturowym na terenie gminy,HANDEL,OŁAWSKA /,MANDAT,500,2017-06-28 12:00:57
2017-06-28 09:55:00,INT-21780/17,handel na terenie gminnym,HANDEL,SĄDOWA /,POUCZENIE,0,2017-06-29 07:02:56
2017-06-28 10:34:42,INT-21689/17,parkowanie pojazdów za znakiem zakazu,NIEPRAWIDŁOWE PARKOWANIE,JOANNITÓW /,LAWETA,0,2017-06-28 11:04:43
2017-06-28 10:35:00,INT-21714/17,kontrola legalizacji wagi,PORZĄDKOWA,PRZYJAŹNI 95/,MANDAT,200,2017-06-28 20:33:56
2017-06-28 11:00:00,INT-21719/17,Kontrola legalizacji wag. MKK200zł,PORZĄDKOWA,KRZYCKA 47A/,MANDAT,200,2017-06-28 20:34:23
2017-06-28 11:00:05,INT-21695/17,"nieprawidłowe parkowanie pojazdów - chodnik brak1,5 metra przejścia dla pieszych oraz koperta dla niepełnosprawnych",NIEPRAWIDŁOWE PARKOWANIE,WEIGLA RUDOLFA /,LAWETA,0,2017-06-28 11:12:06
2017-06-28 11:50:00,INT-21700/17,Parkowanie na postoju TAXI bez uprawnień,BLOKADA,BOGUSŁAWSKIEGO /,0,,2017-06-28 11:52:24
2017-06-28 11:55:00,INT-21708/17,Handel na terenie Parku Kulturowego,HANDEL,OŁAWSKA /,MANDAT,500,2017-06-28 12:19:10
