2016-05-25 07:09:21,INT-20102/16,parkowanie 2 pojazdów na  kopertach dla ZZK ,NIEPRAWIDŁOWE PARKOWANIE,ŚW. ELŻBIETY /,WEZWANIE,0,2016-05-25 07:39:30
2016-05-25 08:22:53,INT-20118/16,Nieprawidłowe parkowanei pojazdów na teenie miasteczka drogowe.,NIEPRAWIDŁOWE PARKOWANIE,KAMIENNNA /,WEZWANIE,100,2016-05-25 12:04:13
2016-05-25 08:22:53,INT-20118/16,Nieprawidłowe parkowanei pojazdów na teenie miasteczka drogowe.,NIEPRAWIDŁOWE PARKOWANIE,KAMIENNNA /,WEZWANIE,0,2016-05-25 12:04:13
2016-05-25 08:42:52,INT-20122/16,"NA PARKINGU (TEREN MIEJSKI) HANDEL WARZYWA, KWIATY",HANDEL,AFGAŃSKA 3/,,50,2016-05-25 10:14:11
2016-05-25 09:01:56,INT-20126/16,Na wys. PKO handel truskawką.,HANDEL,PERECA /,MANDAT,200,2016-05-25 11:24:11
2016-05-25 09:03:19,INT-20127/16,A UL. OŁAWSKA HANDEL PRZY PRZEJŚCIU WINOGRONOWYM,HANDEL,BŁOGOSŁAWIONEGO CZESŁAWA /,MANDAT,100,2016-05-25 09:49:54
2016-05-25 09:54:47,INT-20132/16,a ul. Ciepła handel truskawką.,HANDEL,GLINIANA /,MANDAT,50,2016-05-25 11:32:38
2016-05-25 10:16:12,INT-20137/16,OBOK BIEDRONKI NA CHODNIKU HANDEL TRUSKAWKAMI,HANDEL,OŁOWIANA /,MANDAT,50,2016-05-25 12:19:40
2016-05-25 10:29:06,INT-20140/16,A LEGNICKA PO OBU STRONACH HANDEL TRUSKAWKAMI PONOWNE ZGŁOSZENIE G. 13.40,HANDEL,ZACHODNIA /,MANDAT,50,2016-05-25 14:10:57
2016-05-25 10:48:57,INT-20143/16,PRZY SKLEPIE CHEMICZNYM HANDEL WARZYWAMI,HANDEL,PERECA 20/,MANDAT,100,2016-05-25 11:22:37
